Decision: Waitlisted,"SAT I (Comp, Essay, CR, M, CW): 1390 (18/24, 700/690)","ACT (Comp, Essay, Eng, Math, Read, Sci): 30 (8/12, 34, 26, 30, 30)","SAT II (Type, Score): World History - 720, US History - 680",GPA (out of ??): N/A,Rank (percentile if rank is unavailable): 1 of 619,Gender: Female,Ethnicity: Filipino,Income Bracket: 83K,School Type: Public
,"SAT with 760 math and 710 english. EC of varsity volleyball (captain senior year, 2nd team all league senior year, state and norcal regional champion junior year), performing arts (school musical all for years, advanced choir three years, advanced drama), activism (feminist club, QSA), and a job for two summers. Congrats to those who got in!",,,,,,,,
"Decision: Accepted, CAS","SAT I (Comp, Essay, CR, M, CW): nope","ACT (Comp, Essay, Eng, Math, Read, Sci): 34 (36, 32, 36, 31)","SAT II (Type, Score): 800 Spanish, 730 USH",GPA (out of ??): 4.6,Rank (percentile if rank is unavailable): 18/744,Gender: Male,Ethnicity: Hispanic,Income Bracket: 40K,"School Type: Public, large"
Decision: AcceptedObjective:,"SAT I (Comp, Essay, CR, M, CW): N/A","ACT (Comp, Essay, Eng, Math, Read, Sci):34C (Essay 8, 35, 32, 34, 33)","SAT II (Type, Score): 660 Math II and 650 English Lit (rip for days)",GPA (out of 4.1): 4.057 (my school has a weird weighted system),Rank (percentile if rank is unavailable): 11/520,Gender: Female,Ethnicity: White,Income Bracket: $50K,School Type: Large public
Decision: Accepted (to the college of arts and sciences and the Bienen school of music),"SAT I (breakdown): 1460, 730 math 730 English",ACT (breakdown):,"SAT II: 790 math 2, 740 literature",GPA (out of 4.0): 3.96,"Rank (percentile if rank is unavailable): school doesn’t rank, but probably top 10%",Gender: female,Ethnicity: white,Income Bracket(mention if FA candidate):,School Type: public
,"SAT I: 1450 Comp, 6-5-6 Essay, 720 Reading/Writing, 730 Math","ACT: 32 Comp, 9 Essay, 35 English, 29 Math, 32 Reading, 30 Science","SAT II: Math 2-740, Lit-620 (I know this one wasn't great, still chose to submit)",GPA (out of 4.0): 3.99,Rank: 18/420,Gender: Male,Ethnicity: While,"Income Bracket: High, prefer not to specify","School Type: Public, noncompetitive"
Decision: Waitlisted,"SAT I (Comp, Essay, CR, M, CW): 1530 Comp, 6-6-6 essay, 730 Reading/Writing, 800 Math","ACT (Comp, Essay, Eng, Math, Read, Sci): none","SAT II (Type, Score): Math II: 780, Math I: 700, Biology E: 730",GPA (out of ??): 5.0741/6.00,Rank (percentile if rank is unavailable): 6/288,Gender: Female,Ethnicity: White,Income Bracket: upper middle class,School Type: Public
Decision: Accepted[/b][/color][/size],"SAT I (Comp, Essay, CR, M, CW): 1570, 21 essay, 800 M, 770 R","ACT (Comp, Essay, Eng, Math, Read, Sci): N/A","SAT II (Type, Score): Math II - 800, Chemistry - 790, US His-800",GPA (out of ??): 4.5 out of 5,Rank (percentile if rank is unavailable):,Gender: Male,Ethnicity: Chinese (R I PPPPPPPPPPPP),Income Bracket: ~100k,School Type: public
,,,,,,,,,
Decision: Accepted,"SAT I (Comp, Essay, CR, M, CW): Did Not Submit","ACT (Comp, Essay, Eng, Math, Read, Sci): 34 (35 Eng, 31 Math, 35 Reading, 34 Science, 8 Writing)","SAT II (Type, Score): 620 Literature, 720 Math I and US History",GPA (out of ??): School doesn't calculate,Rank (percentile if rank is unavailable): N/A,Gender: Male,Ethnicity: African American,Income Bracket: High,School Type: Private
,,ACT 33,,GPA (out of ??): 4.3,Rank (percentile if rank is unavailable): School does not rank,Gender: female,Ethnicity: Caucasian,Income Bracket: not qualifying for financial aid,School Type: private
,,,,,,,,,
,,ACT 35,,GPA 4.0 ACT 35,,,,,
,,,,,,,,,
,,,,,,,,,
,"SAT I (Comp, Essay, CR, M, CW): 1560 overall (single take), 6/6/6 essay, CRW 780, M 780","ACT (Comp, Essay, Eng, Math, Read, Sci): n/a","SAT II (Type, Score): U.S. History, 800; Math II, 740",GPA (out of 100): 102.17,Rank (percentile if rank is unavailable): 1/110,Gender: male,Ethnicity: European white,Income Bracket: ~130k,"School Type: Public, rural"
Decision,SAT,ACT,Subject_tests,GPA,Rank,Gender,Ethnicity,Income_Bracket,School_Type
Decision: Rejected,"SAT I (breakdown): 1540 (780 Math, 760 English)","ACT (breakdown): C:35 (E35,M36,R35,S34) one sitting","SAT II: Math 2: 800, US History: 760",GPA (out of 4.0): 3.8UW,Rank (percentile if rank is unavailable): School does not rank,Gender: Male,Ethnicity: White,Income Bracket: high,School Type: Public Charter
Decision: ACCEPTED,"SAT I (breakdown): 1470 (800 Math, 670 EBRW) - taken in sophomore year one sitting",,"SAT II: Math 2: 800, Chemistry: 740",GPA (out of 4.0): 3.9UW,,Gender: Male,Ethnicity: East Asian,Income Bracket: Medium/High,School Type: Private Christian
Decision: Rejected,SAT I (breakdown): 1410,ACT: NA,,"GPA (out of 4.0): 4.5W, 4.0 UW",Rank (percentile if rank is unavailable): School does not rank,Gender: Female,Ethnicity: White,"Income Bracket: <100,00",School Type: Small Public
Decision: Rejected,SAT I (breakdown): 1510,ACT: none,,GPA (out of 4.0): 3.81,Rank (percentile if rank is unavailable): school doesnt do,Gender:M,Ethnicity:Indian,Income Bracket:high,School Type:Large Public
Decision: Rejected,SAT I (breakdown): NA,"ACT: 34C(34E,35M,35R,32S)",SAT II: 800 - Math 2,GPA (out of 4.0): 3.95UW with max rigor.,Rank (percentile if rank is unavailable): NA,Gender: Male,Ethnicity: White,Income Bracket: 140k-150k,School Type: best public in my area
Decision: Accepted,SAT I (breakdown): none,"ACT: 36C, 12W","SAT II: Physics - 800, Math II - 800, US History - 800",GPA (out of 4.0): 4.00,Rank (percentile if rank is unavailable): ~10th of ~500,Gender: Male,Ethnicity: Asian,Income Bracket: Upper middle,School Type: Large Public
Decision: Rejected,"SAT I (breakdown): 1590 (800 Math, 790 English)",ACT (breakdown): didn't take,"SAT II: Math 2: 800, Chemistry: 800, Biology: 800",GPA (out of 4.0): 4.0UW,Rank (percentile if rank is unavailable): School does not rank,Gender: Male,Ethnicity: Asian,Income Bracket: high,School Type: Huge Public
Decision: Accepted,SAT I (breakdown): 1480,"ACT: 35C, 11W","SAT II: Math 2 - 800, Biology E - 790",GPA (out of 4.0): 4,Rank: N/A,Gender: Male,Ethnicity: White,Income Bracket: Lower Middle,School Type: Public Boarding School
,"SAT I (breakdown): 1510 (720 CRW, 790M)",ACT: -,"SAT II: Chinese with Listening: 800, Math II: 800, Chemistry: 770",GPA (out of 4.0): 3.97,Rank (percentile if rank is unavailable): School doesn't rank,Gender: M,Ethnicity: Asian (Chinese),"Income Bracket: prefer not to say, but middle class",School Type: Public
,SAT I (breakdown):,"ACT: 33C, 11W",SAT II:,GPA (out of 4.0): 3.73 (Weighted was 4.5),Rank (percentile if rank is unavailable): unknown,Gender: Male,Ethnicity: Hispanic,Income Bracket: >100k,School Type: Charter
Decision: Accepted!,SAT I (breakdown): didn’t send,"ACT: C: 36 (E36, M35, R36, S35 W10)","SAT II: Math II: 770, Spanish with Listening: 780","GPA (out of 4.0): 4.0UW, 4.62W",Rank (percentile if rank is unavailable): school does not rank,"Gender Perspectives in Literature, Anatomy & Physiology, Internship (I’m interning with a biological anthropology professor at Yale this spring)","Ethnicity: Hispanic, White",Income Bracket: upper middle class,School Type: Suburban Public
,"SAT I (breakdown): 1590 (800 Math, 790 Reading) single sitting",ACT: didn't take,"SAT II: 800 Biology, 800 Math II, 760 Physics",GPA (out of 4.0): 3.92 UW,Rank (percentile if rank is unavailable): 30/500,Gender: male,Ethnicity: white,Income Bracket:>100K,School Type: public
Decision: Waitlisted,,"ACT: 33C (35E, 32M, 33R, 33S)",,GPA (out of 4.0): 3.76,Rank: n/a,Gender: Female,Ethnicity: White,"Income Bracket: $750,000+",School Type: Small Private
Decision: Accepted,SAT I (breakdown): Didn't send,ACT: 35C (36E/35R/35M/35S),SAT II: Didn't send,GPA (out of 4.0): 4.0,Rank (percentile if rank is unavailable): Top 1.2% of Class,Gender: Female,Ethnicity: Asian,Income Bracket: $250k+,School Type: Top 10 Public school in my state
Decision: Deferred,,"ACT: 33 ( 36 E, 35 R, 29M, 31S)",,GPA: 3.9 (4.65 weighted),Rank: 9/106,Gender: F,Ethnicity: White,,School Type: Public
Decision: Accepted!!!,SAT I (breakdown): didn’t take,ACT: 35/36 36 all sections except math 32 writing 10/12,SAT II: 800 Math2,GPA (out of 4.0): 3.72,Rank (percentile if rank is unavailable): n/a,Gender: Female,Ethnicity: White,Income Bracket: Highest,"School Type: Private, Top 20"
Decision: Accepted,SAT I (breakdown): N/A,"ACT: 33C 36R, 34E, 31M, 30S",SAT II: 800 US History,GPA (out of 4.0): 3.92,Rank (percentile if rank is unavailable): Top 10%,Gender: Male,Ethnicity: Black,Income Bracket: 80-110k,School Type: Public
Decision: Deferred,SAT I (breakdown): N/A,ACT: 35 one sitting (E:35 M:33 R:36 S:34),SAT II: N/A,GPA (out of 4.0): 3.85 UW 4.17 W,Rank (percentile if rank is unavailable): N/A,Gender: Female,Ethnicity: Asian (Korean),Income Bracket: would get some aid but not much,School Type: super competitive public
Decision: Accepted,"SAT I (breakdown): 1560 800 Math, 760 CR",ACT: n/a,"SAT II: 730 Bio, 710 Math 2","GPA (out of 4.0): 4.0, weighted 5.2",Rank (percentile if rank is unavailable): 7/560,Gender: M,Ethnicity: white,Income Bracket: high,School Type: public
Decision: Rejected,SAT I (breakdown): didn't send,"ACT: 30 C (29 R, 29 M, 31 E, 29 S)",SAT II: didn't send,GPA (out of 4.0): 4.0 / 4.5 Weighted,Rank (percentile if rank is unavailable): 14/588,Gender: F,Ethnicity: Asian,Income Bracket: lower middle class (single mom),"School Type: Very large suburban public (2,400+)"
Decision,SAT,ACT,Subject_tests,GPA,Rank,Gender,Ethnicity,Income_Bracket,School_Type
Decision: Accepted!!!! Never been this happy in my life!!!,"SAT I (breakdown): 1550 Combined, 770 English and 780 Math",ACT: Didn't take.,"SAT II: 790 US History, 740 Literature","GPA (out of 4.0): 4.0 unweighted, 4.507 weighted",Rank (percentile if rank is unavailable): 1st Decile (top 10),Gender Studies (Dual Enrollment),Ethnicity: White,"Income Bracket: $200,000 but applied for financial aid","School Type: Public, average ranking"
Decision: Accepted!!!,SAT I (breakdown): N/A,ACT: 35C (36S 36M 34E 35R) One sitting,SAT II: Math I 750 Chem 740,GPA (out of 4.0): 4.0UW 4.99W,Rank (percentile if rank is unavailable): top 10%,Gender: Female,Ethnicity: White,Income Bracket: applied for Financial aid,School Type: Public
,SAT I (breakdown): Did not take,"ACT (breakdown): 32, 11/12 writing","SAT II: 740 USH, 580 Literature (Did not send either- I took them last minute and did not study)","GPA (out of 4.0): 3.98, W:4.8/5",Rank (percentile if rank is unavailable): 17/520,Gender: Male,Ethnicity: AA,,School Type: Big high school
,,,,,,,,,
Decision: Accepted ,"SAT I (breakdown M/CR/W/Essay): 1540 [800 – Math, 740 – Reading & Writing]","ACT (breakdown): 34 [36, 36 – Math / 36, 35 – Writing / 34, 30 - Science / 30, 34 – Reading] (didn’t submit)","SAT II (subject, score): 800 – Math 2, 800 – Physics 1, 760 - Chemistry",GPA: 4.0,Rank (percentile if rank is unavailable): 1/450,Gender: Male,Ethnicity: Indian,Income Bracket Range: Good,School Type: High School about 2000 students
Decision,SAT,ACT,Subject_tests,GPA,Rank,Gender,Ethnicity,Income_Bracket,School_Type
Decision: WaitlistedObjective:,"SAT I (breakdown): 1550 (790 M, 760 R) All in one sitting",ACT (breakdown): 34 but didn't send,"SAT II: 800 Math II, 700 USH, 700 Chem",GPA (out of 4.0): 4.0,"Rank (percentile if rank is unavailable): 7/1001 (stupid school policies, lose GPA point for fine arts and sports. Would be number 1 if I wasn't in band)",Gender: XX,Ethnicity: Asian (Indian),Income Bracket: 2 high 4 aid,School Type: Public
,,,,,,,,,
Decision: Accepted,"SAT I (breakdown): 1560 (770E, 790M)",ACT (breakdown): n/a,"SAT II: 800 Math 2, 760 Spanish",GPA (out of 4.0): 4.0,Rank (percentile if rank is unavailable): n/a,Gender: Female,Ethnicity: Asian,Income Bracket: 60-90k,"School Type: private school, pretty elite tbh"
Decision: RejectedObjective:,"SAT I (Comp, Essay, CR, M, CW): 1390 (part of the reason why my score is so low is probably bc of CR/CW because english is not my first language and I STRUGGLED lmao)","ACT (Comp, Essay, Eng, Math, Read, Sci): n/a","SAT II (Type, Score): 770 Math II",GPA (out of ??): n/a (international student),Rank (percentile if rank is unavailable): valedictorian,Gender: Female,Ethnicity: Black,Income Bracket: idk? upper middle class,"School Type: Private, french speaking school"
Decision: AcceptedObjective:,"SAT I (Comp, Essay, CR, M, CW): N/A","ACT (Comp, Essay, Eng, Math, Read, Sci): 33C (8 Essay, 31E, 33M, 33R,35S)","SAT II (Type, Score): 710 Math II",GPA (out of ??): N/A,Rank (percentile if rank is unavailable): School doesn't give ranks but they gave me an estimate (Top 5%),Gender: Female,Ethnicity: Hispanic/White,"Income Bracket: ~$70,000",School Type: Public
Decision,SAT,ACT,Subject_tests,GPA,Rank,Gender,Ethnicity,Income_Bracket,School_Type
Decision: AcceptedObjective:,"SAT I (Comp, Essay, CR, M, CW): 1530, 7/7/7, 760RW 770M","ACT (Comp, Essay, Eng, Math, Read, Sci): nope","SAT II (Type, Score): Math II 790, Bio E 760, USH 800",GPA (out of ??): 5.16/5.0,Rank (percentile if rank is unavailable): 1/300ish,Gender: female,Ethnicity: Russian/white,"Income Bracket: <100,000",School Type: public
Decision: Accepted with Woodrow Wilson Fellowship & Academic Excellence Scholarship Objective:,"SAT II: 800 (US History), 750 (Math II)","ACT (breakdown): 35 C (36 E, 35 R, 34 S, 33 M, 12 essay/36 writing)","SAT II: 800 (US History), 750 (Math II)",GPA (out of 4.0): 4.0 (~98-99),Rank (percentile if rank is unavailable): 1/269,Gender: Female,Ethnicity: White,Income Bracket: Middle class,School Type: Public
Decision: AcceptedObjective:,"SAT I (Comp, Essay, CR, M, CW): 1540 Comp, 6/5/6 essay, 800 reading/writing, 740 math","ACT (Comp, Essay, Eng, Math, Read, Sci): Didn't take","SAT II (Type, Score): Math II: 750, Chem: 710 (yikes haha it had been a while)",GPA (out of ??): 5.38 ish?,Rank (percentile if rank is unavailable): 3/660,"Gender Sexuality Alliance Club (President), Blood Drive Club (VP), Mental Wellness Club (Treasurer), Science NHS, Dance Club, Key Club, Asian Student Association, musical theater. I'm also on the board of a national LGBT activism group",Ethnicity: Biracial Asian and White,Income Bracket: Middle class,School Type: Public
Decision: AcceptedObjective:,"SAT I (Comp, Essay, CR, M, CW): 1540, 6/5/6 essay, 740, 800)","ACT (Comp, Essay, Eng, Math, Read, Sci): none","SAT II (Type, Score): 750 (Math II), 710 (Chem) yikes haha",GPA (out of ??): 5.35 ish?,Rank (percentile if rank is unavailable): 3/660,Gender: Transgender male,Ethnicity: Biracial Chinese and White,Income Bracket: middle class,School Type: Public
Decision: Accepted (!!!),SAT I (breakdown): Didn't send,ACT (breakdown): 34C 36R 36W 29M 34S,SAT II: Not too hot so I didn't send,GPA (out of 4.0): 96.9/100 UW,Rank (percentile if rank is unavailable): 14/526,Gender: Female,Ethnicity: White/Hispanic,Income Bracket: >100k,School Type: Catholic
Decision: Accepted with Woodrow Wilson Fellowship,"SAT I: 1540 (750 English, 790 Math)",,"SAT II (Type, Score): US History: 800, Bio M: 780, World History: 800",GPA (out of 6.0): 5.82,Rank (percentile if rank is unavailable): 13/308 (Competitive HS tho...),Gender: Male,Ethnicity: Hispanic,"Income Bracket: 150,000+",School Type: Very Competitive Public
Decision: AcceptedObjective:,SAT I (breakdown): 790M 750E - 1540,ACT:,SAT II: Physics (800) - Chemistry (800) - Math 2 (750),"GPA (out of 4.0): 4.0, our school weights on a 0-100 scale, weighted GPA is 103",Rank (percentile if rank is unavailable): 4/317,Gender: M,Ethnicity (Hispanic Y/N/not reported): Hispanic,Income Bracket: High,School Type: Suburban Public
Decision: Accepted/b/color/size,"SAT I (Comp, Essay, CR, M, CW): 1580 (780 R, 800 M)","ACT (Comp, Essay, Eng, Math, Read, Sci): Didn't take ","SAT II (Type, Score): Bio Molecular (800), Chemistry (800), Math (800), US History (780), and a horrendous German score that I didn't submit",GPA (out of ??): Weighted GPA confuses me so I'm just gonna put UW,Rank (percentile if rank is unavailable): Tied for 1st place with a bunch of other kids at my school,Gender: M,Ethnicity: Didn't put on app,Income Bracket: Above average,School Type: Public school (medium size)
,SAT I (breakdown): 1500,"ACT (breakdown): 35 (I think it was 36 reading, 32 science, 35 in the others?)",SAT II:,GPA (out of 4.0): 4.0 (weighted 4.38),"Rank (percentile if rank is unavailable): 1 (but so are like 70 other people, it's weird)",Gender: Female,Ethnicity: White,Income Bracket: lol no financial aid,"School Type: Large, public"
Decision: Waitlisted,SAT I (breakdown): N/A,"ACT (breakdown): 35C, 35M, 35S, 34R, 35W","SAT II: 800 Chinese, 800 Math II, 760 Chem, 710 US History",GPA (out of 4.0): 3.92,Rank (percentile if rank is unavailable): 3/317,Gender: Male,"Ethnicity: Asian, Chinese",Income Bracket: $100k-$125k,School Type: Public
Decision: AcceptedObjective:,SAT I: N/A,ACT: 35 (35E/36M/34R/36S),"SAT II: 800 Math II, 720 Bio E",GPA: 97% Average Unweighted (Ontario High School),Rank: 1,Gender: Male,Ethnicity: White,,School Type: Private
Decision: Waitlisted/b/color/size,,,,,,,,,
Decision: WaitlistedObjective:,"SAT I (Comp, Essay, CR, M, CW): Did not take","ACT (Comp, Essay, Eng, Math, Read, Sci): 35 (35 eng, 35 math, 36 read, 34 sci)","SAT II (Type, Score): 800 molecular bio, 800 chem, 720 Japanese",GPA: uh I don't really know...maybe 4.2?,Rank (percentile if rank is unavailable): Not given (very small class),Gender: Male,Ethnicity: White,Income Bracket: Too high for financial aid,School Type: Private rural (tiny)
Decision: Accepted with Woodrow Wilson Fellowship,"SAT I: 1540 (750 Eng, 790 Math)",,"SAT II: 800 US History, 780 Bio M, 800 World History",GPA (out of 6.0): 5.82,Rank: 13/308,Gender: Male,Ethnicity: Hispanic,"Income Bracket: 150,000+",School Type: Competitive Public
Decision: AcceptedObjective:,"SAT I (Comp, Essay, CR, M, CW): N/A","ACT (Comp, Essay, Eng, Math, Read, Sci): Superscored 32 29 in Sci, 33 in rest. Two sittings","SAT II (Type, Score): 710 in Math I",GPA (out of ??): 4.1,Rank (percentile if rank is unavailable): Top 6%,Gender: Male,Ethnicity: BLACK,Income Bracket: POOR,School Type: Public School 80% Black
Decision: Accepted,"SAT I (Comp, Essay, CR, M, CW): 1500",ACT: None,"SAT II (Type, Score): 800 in two tests",GPA (out of ??): 4.8,Rank (percentile if rank is unavailable): top 5 in class,Gender: Male,Ethnicity: multiracial,Income Bracket: upper middle class,School Type: Private
,SAT I (breakdown): 800 Math 760 CR 15/24 Essay,ACT:,"SAT II: 750 Math 2, 720 Chem",GPA (out of 4.0): 97/100,Rank (percentile if rank is unavailable): N/A,Gender: Male (yup hardest demog),Ethnicity: Asian,Income Bracket: 100-120k,School Type: Public
Decision: Accepted,"SAT I (Comp, Essay, CR, M, CW): 1450 M:740 CRW: 710","ACT (Comp, Essay, Eng, Math, Read, Sci): 32 one sitting","SAT II (Type, Score): Math II 600 Literature 610 .....",GPA (out of 4): 5.2,Rank (percentile if rank is unavailable): 10%,Gender: Female,Ethnicity: Latinx,Income Bracket: 100k ish (financial aid really pulled through),School Type: Public
,,,,,,,,,
Decision: Accepted,SAT I (breakdown): -,"ACT (breakdown): 33 (34 English, 31 Math, 32 Reading, 34 Science)",SAT II: 760 US History,"GPA (out of 4.0): GPA is done weird at my school, but around a 3.9",Rank (percentile if rank is unavailable): 3/487,Gender: Female,Ethnicity: Asian (Indian),Income Bracket: around 100k,"School Type: Large, Unranked Public School"
Decision,SAT,ACT,Subject_tests,GPA,Rank,Gender,Ethnicity,Income_Bracket,School_Type
Decision: Accepted,"SAT I (breakdown): 1570 (800 math, 770 reading), 19/24 on essay",ACT (breakdown):,"SAT II: 800 Math 2, 790 Chem",GPA (out of 4.0): 4.0,Rank (percentile if rank is unavailable): 1 out of 300,Gender: F,Ethnicity: Asian,Income Bracket: Middle to High,School Type: Public
Decision: Accepted,"SAT I (breakdown): 1570 (800 M, 770 R/W)",ACT (breakdown): Didn’t take,"SAT II: 800 Math II, 800 Chem, 790 BioM",GPA (out of 4.0): 3.98,Rank (percentile if rank is unavailable): My school does not rank,Gender: Male,Ethnicity: African American,Income Bracket: < 40000,School Type: Specialized High School (Large Public)
Decision: Deferred,"SAT I (breakdown): 1490 (790 Math, 700 RW, 22/24 Essay)",ACT (breakdown): 33 (34 Superscore),"SAT II: Math II: 800, Physics: 720",GPA (out of 4.0): Don't know specifically.,Rank (percentile if rank is unavailable): 5/338,Gender:Male,"Ethnicity: White, European",Income Bracket: Middle Class,School Type: Public
Decision: AcceptedObjective:,"SAT I (breakdown): 1550 (750 Reading, 800 Math), no essay","ACT (breakdown): 34 (36 English, 34 Math, 31 Reading, 34 Science, 9 Essay)","SAT II: 800 Physics, 800 Math 2, 730 Chemistry (did not submit)",GPA (out of 4.0): 4.0,Rank (percentile if rank is unavailable): 32/770,Gender: M,Ethnicity: Asian,Income Bracket: Prefer not to disclose,School Type: Public
Decision: AcceptedObjective:,"SAT I (breakdown): 1590 (800M, 790EBRW, 5/4/6 (oops))",ACT (breakdown): n/a,"SAT II: 800 Math II, 800 Physics",GPA (out of 4.0): 4.0,Rank (percentile if rank is unavailable): 1/~360,Gender: Male,Ethnicity: Asian,Income Bracket: Middle,School Type: Public
Decision: Accepted,SAT I (breakdown): 1570,ACT (breakdown): N/A,"SAT II: 800 Math II, 780 Chemistry, 780 US History , 750 Biology M",GPA (out of 4.0): 4.0,Rank (percentile if rank is unavailable): N/A,Gender: Female,Ethnicity: Asian,"Income Bracket: $100,000+","School Type: Large public, pretty good school for STEM"
Decision: Accepted,SAT I (breakdown): none,"ACT (breakdown): 35 Composite, 35 Math, 32 Science, 36 English, 35 Reading, 8 Writing","SAT II: Math II, 800 and Physics, 770",GPA (out of 4.0): 4.0,Rank (percentile if rank is unavailable): 11 / 740ish,Gender: Female,Ethnicity: Filipino and Chinese,"Income Bracket: $200,000+",School Type: Public
Decision: Rejected,"SAT I (breakdown): 1510 (780 M, 730 R&W)",ACT (breakdown):,"SAT II: 780 Math II, 750 Chemistry",GPA (out of 4.0):,Rank (percentile if rank is unavailable):,Gender: Female,Ethnicity: Indian,Income Bracket:,School Type: Specialized Public
,,,,,,,,,
Decision,SAT,ACT,Subject_tests,GPA,Rank,Gender,Ethnicity,Income_Bracket,School_Type
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
Decision: Waitlist Objective:,SAT I (breakdown M/CR/Essay): 1570 (800/770/20),ACT (breakdown): 36,"SAT II (subject, score): Physics, 800 - Math II: 800 -",GPA (out of 4.0): ~4.0,Rank (percentile if rank is unavailable): 4/272,Gender: Male,"Ethnicity: White, but parents immigrated from Europe",Income Bracket Range: 120k - 140k (high nationwide but average/low for Long Island),"School Type: small, crappy public school"
Decision: Waitlist Objective:,SAT I (breakdown M/CR/Essay): 1570 (800/770/20),ACT (breakdown): 36,"SAT II (subject, score): Physics, 800 - Math II: 800 -",GPA (out of 4.0): ~4.0,Rank (percentile if rank is unavailable): 4/272,Gender: Male,"Ethnicity: White, but parents immigrated from Europe",Income Bracket Range: 120k - 140k (high nationwide but average/low for Long Island),"School Type: small, crappy public school"
,,,,,,,,,
Decision: Rejected Objective:,SAT I (breakdown M/CR/W/Essay): 1370 (670/700/19) and 1370 (680/690/14),ACT (breakdown): 31 (35E/34M/26R/29S/9W),"SAT II (subject, score): 660 USH and Math 2; 650 Bio-E; 620 Physics",GPA (out of 4.0): 3.2,Rank (percentile if rank is unavailable): 51/275,Gender: Female,Ethnicity: Caucasian,Income Bracket Range: $45k-50k,School Type: Public
Decision: Rejected,SAT I (breakdown M/CR/W/Essay): Didn't take,ACT (breakdown): 34,"SAT II (subject, score): Math2 - 790; Chem - 760",GPA (out of 4.0): 3.92,Rank (percentile if rank is unavailable): school does not rank,Gender: male,Ethnicity: white,Income Bracket Range: high,School Type: Private college prep
Decision: Rejected [/b]Objective:,"SAT I (breakdown M/CR/W/Essay): Math 780, ERW 740, 18 essay",ACT (breakdown): NA,"SAT II (subject, score): Physics, 740; Math 2, 800",GPA (out of 4.0):4.0,Rank (percentile if rank is unavailable): ~3,Gender: male,"Ethnicity: White, 25% Asian",Income Bracket Range: >200k,"School Type: Public, large (~1800)"
Decision: Waitlisted! Objective:,SAT I (breakdown M/CR/W/Essay): didn't submit,ACT (breakdown): 35 composite (M34 S36 E35 W33),"SAT II (subject, score): Physics 780, Math II 780",GPA (out of 4.0): idk,Rank (percentile if rank is unavailable): 9/~350 (UW),Gender: Female,Ethnicity: White,Income Bracket Range: ~$75K (in USD),School Type: Just your average public high school
Decision: WaitlistedObjective:,SAT I (breakdown M/CR/W/Essay): 1540 (M 780 / E 760 / Essay 22),ACT (breakdown): 33 (35 E / 35 M / 31 R / 29 S / 8 W),"SAT II (subject, score): Math Level 2 (800), Chemistry (800), Physics (760)",GPA (out of 4.0): 3.98,Rank (percentile if rank is unavailable): neither are available; definitely top 10% though,Gender: Male,Ethnicity: White,"Income Bracket Range: $100,000-$110,000; middle-low income for my city","School Type: medium-large, suburban public high school in the San Francisco Bay Area; about 3,000 students"
,,,,,,,,,
Decision: Waitlisted Objective:,SAT I (breakdown M/CR/W/Essay): 1570 (800/770/17) Didn’t submit,ACT (breakdown): 36,"SAT II (subject, score): Math II – 800; Chemistry – 800; US History – 790; Biology E - 730",GPA (out of 4.0): 4.0,Rank (percentile if rank is unavailable): ~5/~450,Gender: Male,Ethnicity: Asian (Chinese),"Income Bracket Range: ~$150,000","School Type: Large public, ~2,000 students in total"
,,,,,,,,,
,,,,,,,,,
Decision,SAT,ACT,Subject_tests,GPA,Rank,Gender,Ethnicity,Income_Bracket,School_Type
Decision: Rejected,"SAT I (breakdown):1570 (770 ERW, 800 Math)",ACT (breakdown):,"SAT II: 800 Chem, 800 Math II",GPA (out of 4.0): 3.88,Rank (percentile if rank is unavailable): None provided by school (school does not rank),Gender: Male,Ethnicity: Asian,Income Bracket: Around 100k,School Type: High ranking public school
Decision: AcceptedObjective:,"SAT II: 740 Bio E, 760 Math II (proof that you don't need an 800 for acceptance to an Ivy League... )","ACT (breakdown): 34 composite (35 English, 35 Math, 36 Reading, 29 Science)","SAT II: 740 Bio E, 760 Math II (proof that you don't need an 800 for acceptance to an Ivy League... )",GPA (out of 4.0): 4.1,,Gender: F,Ethnicity: White,"Income Bracket: under $90,000 a year",School Type: Charter
Decision: Accepted,SAT I (breakdown): did not submit,"ACT (breakdown): 33 (35E, 27M, 33R, 35S)",SAT II: 670 M1 and 760 BioM,GPA (out of 4.0): 3.7 unweighted 3.9 weighted,Rank (percentile if rank is unavailable): N/A,Gender: F,Ethnicity: White,Income Bracket: 100k+,School Type: Public
Decision: Accepted,SAT I (breakdown): 1350 (650E 700M),ACT (breakdown):32 (31E 33M 31R 31S),SAT II: 690 Bio M 720 Math II (Not submitted),GPA (out of 4.0): 4.0,"Rank (percentile if rank is unavailable): 4 out of more than 1,000",Gender: Male,Ethnicity: Mexican,"Income Bracket: Yikes, low-income, all I wanna say",School Type: Public
Decision: Deferred ,SAT I (breakdown): N/A (Didn’t submit),"ACT (breakdown): 35 (35 E, 34 M, 36 R, 35 S)",SAT II: 780 Math II 770 US History,GPA (out of 4.0): 3.98 (4.35 Weighted),Rank (percentile if rank is unavailable): 15/543,Gender: Male,Ethnicity: Asian,Income Bracket: Wealthy,School Type: Somewhat Competitive Public
